"points","text","img","url"
"2000","SOLID BRASS CARRIAGE CLOCK","http://www.mcfina.co.uk/Icons/iCLDUDE0000G033a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/CLDUDE0000G033"
"2000","PROSTAFF RF97 TENNIS RACKET","http://www.mcfina.co.uk/Icons/iSOAMSP0000G133a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SOAMSP0000G133"
"2000","BLADE SW104 AUTOGRAPH COUNTERVAIL TENNIS RACKET","http://www.mcfina.co.uk/Icons/iSOAMSP0000G141a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SOAMSP0000G141"
"2000","SONOS ONE WIRELESS SMART SOUND SPEAKER","http://www.mcfina.co.uk/Icons/iELELPR0000G235a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/ELELPR0000G235"
"2014","RAYBAN POLARISED SUNGLASSES","http://www.mcfina.co.uk/Icons/iCOPRIT0000G012a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/COPRIT0000G012"
"2020","SAMSUNG GALAXY TAB A (10.1, 32GB, WI-FI)","http://www.mcfina.co.uk/Icons/iELTEIC0000G171a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/ELTEIC0000G171"
"2030","FUJIFILM INSTAX SQUARE SQ10 HYBRID INSTANT CAMERA","http://www.mcfina.co.uk/Icons/iCADITE0000G089a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/CADITE0000G089"
"2040","FITBIT VERSA BLACK","http://www.mcfina.co.uk/Icons/iEXTEIC0000G004a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/EXTEIC0000G004"
"2040","FITBIT VERSA SILVER","http://www.mcfina.co.uk/Icons/iEXTEIC0000G005a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/EXTEIC0000G005"
"2060","CANON IXUS 285 HS CAMERA, 16GB SD CARD &amp; CASE","http://www.mcfina.co.uk/Icons/iCADITE0000G092a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/CADITE0000G092"
"2070","BULOVA LADIES CRYSTAL WATCH","http://www.mcfina.co.uk/Icons/iSSCWUK0000G145a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSCWUK0000G145"
"2070","BULOVA LADIES CLASSIC AEROJET WATCH","http://www.mcfina.co.uk/Icons/iSSCWUK0000G146a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSCWUK0000G146"
"2080","ROTARY MEN'S CAMBRIDGE CHRONOGRAPH WATCH","http://www.mcfina.co.uk/Icons/iSSROWA0000G066a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSROWA0000G066"
"2080","BULOVA LADIES CRYSTAL WATCH &amp; PENDANT SET","http://www.mcfina.co.uk/Icons/iSSCWUK0000G144a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSCWUK0000G144"
"2088","ROSE GOLD 9CT PAVE INTWINED PENDANT","http://www.mcfina.co.uk/Icons/i09GECK0000G088a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/09GECK0000G088"
"2139","STERLING SILVER N2708 LADIES NECKLACE","http://www.mcfina.co.uk/Icons/iSTGECK0000G064a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/STGECK0000G064"
"2150","SOPHIE CONRAN FOR ARTHUR PRICE 44 PCE CUTLERY","http://www.mcfina.co.uk/Icons/iCUARPL0000G066a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/CUARPL0000G066"
"2150","CANON POWERSHOT WHITE SX620 HS CAMERA","http://www.mcfina.co.uk/Icons/iCADITE0000G066a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/CADITE0000G066"
"2151","VILLEROY &amp; BOCH BLACKSMITH CUTLERY SET 30PCS","http://www.mcfina.co.uk/Icons/iCUVBUL0000G014a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/CUVBUL0000G014"
"2160","SWAROVSKI CRYSTALLINE VASE","http://www.mcfina.co.uk/Icons/iGLSWUK0000G033a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/GLSWUK0000G033"
"2160","SWAROVSKI CRYSTALLINE PURE SILVER TONE WATCH","http://www.mcfina.co.uk/Icons/iSSSWUK0000G027a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSSWUK0000G027"
"2180","FRED BENNETT LEATHER BRACELET &amp; CUFFLINK SET","http://www.mcfina.co.uk/Icons/iSTGECK0000G118a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/STGECK0000G118"
"2190","ROSE AND WHITE GOLD TWIST RING WITH DIAMONDS","http://www.mcfina.co.uk/Icons/i09GECK0000G075a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/09GECK0000G075"
"2200","10CT ROLLED GOLD BALL PEN AND PENCIL SET","http://www.mcfina.co.uk/Icons/iPNATCL0000G030a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/PNATCL0000G030"
"2200","PROSTAFF RF97 AUTOGRAPH TENNIS RACKET","http://www.mcfina.co.uk/Icons/iSOAMSP0000G132a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SOAMSP0000G132"
"2200","VIVOACTIVE 3","http://www.mcfina.co.uk/Icons/iSOTEIC0000G032a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SOTEIC0000G032"
"2210","LE CREUSET TNS 3 PIECE COOKWARE SET","http://www.mcfina.co.uk/Icons/iCWLCUL0000G126a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/CWLCUL0000G126"
"2210","SAMSONITE FORMALITE LEATHER LAPTOP BACKPACK","http://www.mcfina.co.uk/Icons/iLUAIML0000G251a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/LUAIML0000G251"
"2225","LADIES ROSE GOLD PAVE SET DIAMOND RING","http://www.mcfina.co.uk/Icons/i09GECK0000G066a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/09GECK0000G066"
"2240","CITIZEN LADIES SILHOUETTE CRYSTAL WATCH","http://www.mcfina.co.uk/Icons/iSSCWUK0000G080a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSCWUK0000G080"
"2250","CAST IRON 24CM ROUND CASSEROLE - SATIN","http://www.mcfina.co.uk/Icons/iCWLCUL0000G079a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/CWLCUL0000G079"
"2250","TOWNSEND PLATINUM PLATED ROLLER BALL","http://www.mcfina.co.uk/Icons/iPNATCL0000G031a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/PNATCL0000G031"
"2250","MONTBLANC STARWALKER BALLPOINT PEN","http://www.mcfina.co.uk/Icons/iPNPRIT0000G036a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/PNPRIT0000G036"
"2250","9CT. 'KISS' MOTIF BANGLE","http://www.mcfina.co.uk/Icons/i09STUB0000G091a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/09STUB0000G091"
"2290","CITIZEN GENTS ECO-DRIVE RED ARROWS WATCH","http://www.mcfina.co.uk/Icons/iSSCWUK0000G085a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSCWUK0000G085"
"2300","A. T. CROSS TOWNSEND FOUNTAIN PEN","http://www.mcfina.co.uk/Icons/iPNATCL0000G042a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/PNATCL0000G042"
"2320","CANON IXUS 185 SILVER CAMERA &amp; PRINTER SET","http://www.mcfina.co.uk/Icons/iCADITE0000G097a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/CADITE0000G097"
"2320","BULOVA WOMEN'S DIAMOND BRACELET STRAP WATCH","http://www.mcfina.co.uk/Icons/iSSCWUK0000G171a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSCWUK0000G171"
"2330","CANON LEGRIA HF R806 CAMCORDER","http://www.mcfina.co.uk/Icons/iCADITE0000G088a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/CADITE0000G088"
"2330","SWAROVSKI ERA JOURNEY WATCH","http://www.mcfina.co.uk/Icons/iSSSWUK0000G032a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSSWUK0000G032"
"2340","PERADON SATURN SNOOKER CUE","http://www.mcfina.co.uk/Icons/iSOPELT0000G005a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SOPELT0000G005"
"2400","MONTBLANC CREDIT CARD WALLET","http://www.mcfina.co.uk/Icons/iLEPRIT0000G001a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/LEPRIT0000G001"
"2410","ROTARY CAMBRIDGE ROSE GOLD AUTOMATIC WATCH","http://www.mcfina.co.uk/Icons/iSSROWA0000G058a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSROWA0000G058"
"2410","BULOVA GENTS MODERN DIAMOND WATCH","http://www.mcfina.co.uk/Icons/iSSCWUK0000G120a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSCWUK0000G120"
"2410","ROTARY ROSE GOLD GREENWICH G2 GENTS","http://www.mcfina.co.uk/Icons/iSSROWA0000G086a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSROWA0000G086"
"2435","GECKO BLUE TOPAZ AND DIAMOND RING","http://www.mcfina.co.uk/Icons/i09GECK0000G019a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/09GECK0000G019"
"2490","LE CREUSET CAST 28CM IRON ROUND CASSEROLE","http://www.mcfina.co.uk/Icons/iCWLCUL0000G125a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/CWLCUL0000G125"
"2490","ROTARY MEN'S HENLEY STEEL CHRONOGRAPH WATCH","http://www.mcfina.co.uk/Icons/iSSROWA0000G067a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSROWA0000G067"
"2490","BULOVA GENTS AUTOMATIC WATCH","http://www.mcfina.co.uk/Icons/iSSCWUK0000G117a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSCWUK0000G117"
"2490","BULOVA GENTS CLASSIC AUTOMATIC WATCH","http://www.mcfina.co.uk/Icons/iSSCWUK0000G118a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSCWUK0000G118"
"2490","BULVOA GENTS PRECISIONIST DRESS WATCH","http://www.mcfina.co.uk/Icons/iSSCWUK0000G119a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSCWUK0000G119"
"2490","SAMSUNG GALAXY TAB A 10.1 32GB 4G","http://www.mcfina.co.uk/Icons/iELTEIC0000G173a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/ELTEIC0000G173"
"2490","BULOVA WOMEN???S RUBAIYAT WATCH","http://www.mcfina.co.uk/Icons/iSSCWUK0000G169a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSCWUK0000G169"
"2500","TANKARDS DARTINGTON CRYSTAL DIMPLE STYLE","http://www.mcfina.co.uk/Icons/iTANKARD17a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/TANKARD17"
"2520","SHIP'S DECANTER - PLAIN CRYSTAL 75CL","http://www.mcfina.co.uk/Icons/iSTCARR0000G982a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/STCARR0000G982"
"2545","PLAIN NARROW RECTANGLE FRAME","http://www.mcfina.co.uk/Icons/iSTCARR0000G981a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/STCARR0000G981"
"2560","SUUNTO CORE ALL BLACK OUTDOOR WATCH","http://www.mcfina.co.uk/Icons/iEXAMSP0000G018a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/EXAMSP0000G018"
"2597","GECKO AQUAMARINE RING AND EARRINGS","http://www.mcfina.co.uk/Icons/i09GECK0000G027a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/09GECK0000G027"
"2650","BOSE BLACK SOUNDLINK REVOLVE PLUS SPEAKER","http://www.mcfina.co.uk/Icons/iELTEIC0000G159a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/ELTEIC0000G159"
"2660","SWAROVSKI BARON ALL AROUND NECKLACE","http://www.mcfina.co.uk/Icons/iSPSWUK0000G046a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SPSWUK0000G046"
"2680","SWAROVSKI GENERATION NECKLACE AND EARRINGS","http://www.mcfina.co.uk/Icons/iSPSWUK0000G045a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SPSWUK0000G045"
"2700","BRICS LIFE HANDBAG IN BLUE","http://www.mcfina.co.uk/Icons/iHBPLGL0000G007a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/HBPLGL0000G007"
"2740","BULOVA GENTS MODERN AUTOMATIC WATCH","http://www.mcfina.co.uk/Icons/iSSCWUK0000G115a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSCWUK0000G115"
"2740","BULOVA LADIES CLASSIC AUTOMATIC WATCH","http://www.mcfina.co.uk/Icons/iSSCWUK0000G142a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSCWUK0000G142"
"2740","SWAROVSKI CRYSTAL LAKE WATCH","http://www.mcfina.co.uk/Icons/iGPSWUK0000G015a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/GPSWUK0000G015"
"2740","BULOVA GENTS CLASSIC AUTOMATIC WATCH","http://www.mcfina.co.uk/Icons/iSSCWUK0000G116a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSCWUK0000G116"
"2740","BULOVA LADIES CRYSTAL TURNSTYLE WATCH","http://www.mcfina.co.uk/Icons/iSSCWUK0000G143a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSCWUK0000G143"
"2750","CAST IRON 28CM ROUND CASSEROLE -VOLCANIC","http://www.mcfina.co.uk/Icons/iCWLCUL0000G077a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/CWLCUL0000G077"
"2750","CITIZEN GENTS CHRONO PERPETUAL A-T ALARM WATCH","http://www.mcfina.co.uk/Icons/iSSCWUK0000G099a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSCWUK0000G099"
"2777","ELEMENTS GOLD 9CT WHITE GOLD EARRINGS","http://www.mcfina.co.uk/Icons/i09GECK0000G098a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/09GECK0000G098"
"2790","BUSHNELL TOUR V4 JOLT LASER RANGEFINDER","http://www.mcfina.co.uk/Icons/iSOGOLF0000G064a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SOGOLF0000G064"
"2800","PEN MONT BLANC BALLPOINT MP10883","http://www.mcfina.co.uk/Icons/iPNPRIT0000G003a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/PNPRIT0000G003"
"2800","CARRS SILVER PLAIN TAPERED STEM CANDLESTICK","http://www.mcfina.co.uk/Icons/iSTCOSL0000G016a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/STCOSL0000G016"
"2800","STUBBS AND CO 9CT WHITE GOLD BANGLE","http://www.mcfina.co.uk/Icons/i09STUB0000G083a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/09STUB0000G083"
"2800","GOPRO HERO7 SILVER","http://www.mcfina.co.uk/Icons/iCAELPR0000G111a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/CAELPR0000G111"
"2850","MONTBLANC STARWALKER PLATINUM BALLPOINT PEN","http://www.mcfina.co.uk/Icons/iPNPRIT0000G002a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/PNPRIT0000G002"
"2875","9CT WHITE GOLD CELTIC PLAIT AQUA EARRINGS","http://www.mcfina.co.uk/Icons/i09GECK0000G092a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/09GECK0000G092"
"2896","GECKO 9CT RG DIAMOND OPEN CIRCLE PENDANT","http://www.mcfina.co.uk/Icons/i09GECK0000G070a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/09GECK0000G070"
"2900","MONTBLANC CONTEMPORARY COLLECTION CUFFLINKS","http://www.mcfina.co.uk/Icons/iSSPRIT0000G012a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSPRIT0000G012"
"2910","BULOVA LADIES CRYSTAL TURNSTYLE WATCH","http://www.mcfina.co.uk/Icons/iSSCWUK0000G140a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSCWUK0000G140"
"2910","BULOVA LADIES MARINE STAR DIAMOND WATCH","http://www.mcfina.co.uk/Icons/iSSCWUK0000G141a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSCWUK0000G141"
"2920","LINKS OF LONDON TIMELESS SILVER CUFF BRACELET","http://www.mcfina.co.uk/Icons/iSTLILO0000G028a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/STLILO0000G028"
"2948","2X WILSON JUICE 100 TENNIS RACKET SET","http://www.mcfina.co.uk/Icons/iSOAMSP0000G102a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SOAMSP0000G102"
"2950","MONTBLANC CLASSIQUE PLATINUM LINE BALLPOINT PEN","http://www.mcfina.co.uk/Icons/iPNPRIT0000G030a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/PNPRIT0000G030"
"2950","FEDERER RF97 AUTOGRAPH TENNIS RACKET &amp; BAG","http://www.mcfina.co.uk/Icons/iSOAMSP0000G134a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SOAMSP0000G134"
"2980","DRAPER 22 PIECE SPANNER SET","http://www.mcfina.co.uk/Icons/iTODRAP0000G096a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/TODRAP0000G096"
"3000","MONT BLANC CREATIVE CUFF LINKS 108606","http://www.mcfina.co.uk/Icons/iSSPRIT0000G018a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSPRIT0000G018"
"3000","BLADE SW104 AUTOGRAPH TENNIS RACKET &amp; BAG","http://www.mcfina.co.uk/Icons/iSOAMSP0000G157a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SOAMSP0000G157"
"3040","STUBBS 9CT. FANCY TWO TONE BRACELET","http://www.mcfina.co.uk/Icons/i09STUB0000G086a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/09STUB0000G086"
"3040","SAMSONITE LITE-CUBE ROLLING TOTE IN GRAPHITE","http://www.mcfina.co.uk/Icons/iLUAIML0000G247a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/LUAIML0000G247"
"3050","PEN MONT BLANC FINE LINER","http://www.mcfina.co.uk/Icons/iPNPRIT0000G012a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/PNPRIT0000G012"
"3050","MONTBLANC STARWALKER RESIN BALLPOINT PEN","http://www.mcfina.co.uk/Icons/iPNPRIT0000G035a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/PNPRIT0000G035"
"3050","MONTBLANC MEISTERSTUCK 114535 LONG WALLET","http://www.mcfina.co.uk/Icons/iLEPRIT0000G009a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/LEPRIT0000G009"
"3060","BEAD JEWELLERY BOX - MAHOGANY FINISH","http://www.mcfina.co.uk/Icons/iSTCARR0000G980a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/STCARR0000G980"
"3070","BULOVA GENTS MODERN AUTOMATIC WATCH","http://www.mcfina.co.uk/Icons/iSSCWUK0000G114a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSCWUK0000G114"
"3070","BULOVA LADIES CRYSTAL TURNSTYLE WATCH","http://www.mcfina.co.uk/Icons/iSSCWUK0000G139a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSCWUK0000G139"
"3078","WHITE GOLD AND DIAMOND DOUBLE SWIRL PENDANT","http://www.mcfina.co.uk/Icons/i09GECK0000G077a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/09GECK0000G077"
"3100","TOWNSEND 10CT ROLLED GOLD FOUNTAIN PEN","http://www.mcfina.co.uk/Icons/iPNATCL0000G033a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/PNATCL0000G033"
"3100","TOWNSEND PLATINUM PLATED FOUNTAIN PEN","http://www.mcfina.co.uk/Icons/iPNATCL0000G034a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/PNATCL0000G034"
"3125","9CT GOLD SPIRAL DROP PENDANT WITH DIAMONDS","http://www.mcfina.co.uk/Icons/i09GECK0000G084a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/09GECK0000G084"
"3160","BULOVA GENTS CLASSIC AUTOMATIC WATCH","http://www.mcfina.co.uk/Icons/iSSCWUK0000G111a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSCWUK0000G111"
"3160","VASE SWAROVSKI CRYSTALLINE","http://www.mcfina.co.uk/Icons/iGLSWUK0000G005a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/GLSWUK0000G005"
"3160","BULOVA GENTS MARINE STAR CHRONOGRAPH WATCH","http://www.mcfina.co.uk/Icons/iSSCWUK0000G112a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSCWUK0000G112"
"3190","IPAD WI-FI 32GB - SPACE GREY","http://www.mcfina.co.uk/Icons/iELMIOP0000G209a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/ELMIOP0000G209"
"3250","SUUNTO TRAVERSE ALL BLACK","http://www.mcfina.co.uk/Icons/iEXAMSP0000G012a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/EXAMSP0000G012"
"3250","BOSE NOISE CANCELLING HEADPHONES 700, BLACK","http://www.mcfina.co.uk/Icons/iELTEIC0000G184a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/ELTEIC0000G184"
"3290","CITIZEN LADIES ECO-DRIVE DIAMOND WATCH","http://www.mcfina.co.uk/Icons/iSSCWUK0000G092a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSCWUK0000G092"
"3290","HUGO BOSS MENS THREE-HAND WATCH","http://www.mcfina.co.uk/Icons/iSSGOMU0000G151a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSGOMU0000G151"
"3300","PERADON NEWBURY 3/4 CUE 1420","http://www.mcfina.co.uk/Icons/iSOPELT0000G004a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SOPELT0000G004"
"3300","BOSE QUIET COMFORT QC35 BLACK HEADPHONES","http://www.mcfina.co.uk/Icons/iELELPR0000G217a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/ELELPR0000G217"
"3300","ELEMENTS SILVER ROMANCE 3PCE JEWELLERY SET","http://www.mcfina.co.uk/Icons/iSTGECK0000G119a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/STGECK0000G119"
"3320","BULOVA GENTS CLASSIC AUTOMATIC WATCH","http://www.mcfina.co.uk/Icons/iSSCWUK0000G109a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSCWUK0000G109"
"3320","BULOVA LADIES DIAMOND DRESS WATCH","http://www.mcfina.co.uk/Icons/iSSCWUK0000G138a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSCWUK0000G138"
"3320","BULOVA GENTS AUTOMATIC WATCH","http://www.mcfina.co.uk/Icons/iSSCWUK0000G110a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSCWUK0000G110"
"3325","BULOVA MEN'S MARINE STAR CHRONOGRAPH WATCH","http://www.mcfina.co.uk/Icons/iSSCWUK0000G100a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSCWUK0000G100"
"3430","APPLE IPAD 9.7 32GB SPACE GREY WIFI","http://www.mcfina.co.uk/Icons/iELMIOP0000G191a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/ELMIOP0000G191"
"3450","3-PLY 3 PIECE SAUCEPAN SET 962090001","http://www.mcfina.co.uk/Icons/iCWLCUL0000G074a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/CWLCUL0000G074"
"3450","ROTARY LES ORIGINALES GENTS WHITE CASE WATCH","http://www.mcfina.co.uk/Icons/iSSROWA0000G048a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSROWA0000G048"
"3450","MONTBLANC MEISTERSTUCK PLATINUM-COATED PEN","http://www.mcfina.co.uk/Icons/iPNPRIT0000G044a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/PNPRIT0000G044"
"3490","CUTLERY SET ARTHUR PRICE 44 PIECE","http://www.mcfina.co.uk/Icons/iCUARPL0000G045a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/CUARPL0000G045"
"3490","DENON HEOS 5 SPEAKER","http://www.mcfina.co.uk/Icons/iELELPR0000G203a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/ELELPR0000G203"
"3490","CITIZEN ECO-DRIVE GENTS NIGHTHAWK WATCH","http://www.mcfina.co.uk/Icons/iSSCWUK0000G095a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSCWUK0000G095"
"3490","BULOVA LADIES RUBAIYAT WATCH","http://www.mcfina.co.uk/Icons/iSSCWUK0000G137a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSCWUK0000G137"
"3500","GARMIN FORERUNNER 645","http://www.mcfina.co.uk/Icons/iEXTEIC0000G006a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/EXTEIC0000G006"
"3520","CANON LEGRIA HF R86 CAMCORDER KIT","http://www.mcfina.co.uk/Icons/iCADITE0000G076a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/CADITE0000G076"
"3529","GPS GOLF RANGE FINDER AND TOWEL SET","http://www.mcfina.co.uk/Icons/iSOGOLF0000G027a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SOGOLF0000G027"
"3550","MEISTERSTUCK CLASSIQUE ULTRA BLACK BALLPOINT","http://www.mcfina.co.uk/Icons/iPNPRIT0000G043a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/PNPRIT0000G043"
"3560","SILVER PLATED PLACE MAT AND CONDIMENT SET","http://www.mcfina.co.uk/Icons/iSPARPL0000G023a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SPARPL0000G023"
"3570","BULOVA LADIES LATIN GRAMMY MODERN WATCH","http://www.mcfina.co.uk/Icons/iSSCWUK0000G136a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSCWUK0000G136"
"3570","BULOVA GENTS LATIN GRAMMY MODERN WATCH","http://www.mcfina.co.uk/Icons/iSSCWUK0000G108a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSCWUK0000G108"
"3590","SUUNTO SPARTAN SPORT WRIST ALL BLACK HR","http://www.mcfina.co.uk/Icons/iEXAMSP0000G016a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/EXAMSP0000G016"
"3680","PANASONIC DC-FZ82 BLACK CAMERA KIT","http://www.mcfina.co.uk/Icons/iCADITE0000G082a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/CADITE0000G082"
"3680","KODAK PIXPRO AZ901 BRIDGE CAMERA","http://www.mcfina.co.uk/Icons/iCADITE0000G100a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/CADITE0000G100"
"3700","FRED BENNETT GENTS 3PCE JEWELLERY SET","http://www.mcfina.co.uk/Icons/iSTGECK0000G120a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/STGECK0000G120"
"3740","HUGO BOSS GRAND PRIX GENTS WATCH","http://www.mcfina.co.uk/Icons/iSSGOMU0000G152a.jpg","https://www.therewardsite.com/mgsgifts/ProductDetails/SSGOMU0000G152"
